2,ACO,0,1,883,212,140,5,8746
2,PSO,0,1,778,111,51,3,4874
2,GEN,1,1,838,96,26,2,4743
2,GEN,1,1,883,81,11,2,4743
2,GEN,1,1,923,72,10,2,4743
2,ACO,1,0,0,0,0,0,9905
2,PSO,1,0,0,0,0,0,5794
2,GEN,2,1,735,82,13,2,4983
2,GEN,2,1,808,81,12,2,4983
2,GEN,2,1,883,81,11,2,4983
2,GEN,2,1,923,72,10,2,4983
2,ACO,2,1,1107,440,375,5,9444
2,PSO,2,1,983,301,244,2,3914
2,GEN,3,1,778,96,26,2,4890
2,GEN,3,1,778,96,14,3,4890
2,ACO,3,0,0,0,0,0,9721
2,PSO,3,0,0,0,0,0,5985
2,GEN,4,1,778,96,26,2,5198
2,GEN,4,1,778,96,16,3,5198
2,GEN,4,1,883,81,11,2,5198
2,GEN,4,1,923,72,10,2,5198
2,ACO,4,0,0,0,0,0,10115
2,PSO,4,1,953,286,220,3,5255
2,GEN,5,1,778,96,26,2,5237
2,GEN,5,1,778,96,22,3,5237
2,GEN,5,1,778,96,22,3,5237
2,GEN,5,1,883,81,11,2,5237
2,GEN,5,1,923,72,10,2,5237
2,ACO,5,0,0,0,0,0,9993
2,PSO,5,0,0,0,0,0,6185
2,GEN,6,1,778,96,26,2,5241
2,GEN,6,1,778,96,16,3,5241
2,GEN,6,1,883,81,11,2,5241
2,GEN,6,1,923,72,10,2,5241
2,GEN,6,1,983,83,9,3,5241
2,ACO,6,0,0,0,0,0,9650
2,PSO,6,0,0,0,0,0,5812
2,GEN,7,1,735,82,13,2,4931
2,GEN,7,1,808,81,12,2,4931
2,ACO,7,0,0,0,0,0,9961
2,PSO,7,0,0,0,0,0,5922
2,GEN,8,1,778,96,26,2,4979
2,GEN,8,1,778,96,16,3,4979
2,GEN,8,1,883,81,11,2,4979
2,ACO,8,1,1093,436,361,7,9645
2,PSO,8,0,0,0,0,0,5876
2,GEN,9,1,778,96,26,2,4662
2,GEN,9,1,778,96,18,3,4662
2,GEN,9,1,883,81,11,2,4662
2,GEN,9,1,923,72,10,2,4662
2,ACO,9,0,0,0,0,0,9876
2,PSO,9,0,0,0,0,0,6083
3,GEN,0,1,1115,83,7,2,5013
3,ACO,0,1,1115,83,15,2,8532
3,ACO,0,1,1115,83,14,3,8532
3,PSO,0,1,1115,83,15,2,4466
3,PSO,0,1,1115,83,15,2,4466
3,PSO,0,1,1115,83,12,3,4466
3,GEN,1,1,1115,83,7,2,4810
3,ACO,1,1,1115,83,15,2,8688
3,PSO,1,1,1115,83,16,2,5243
3,PSO,1,1,1115,83,16,2,5243
3,PSO,1,1,1115,83,16,2,5243
3,PSO,1,1,1115,83,14,3,5243
3,GEN,2,1,1115,83,7,2,5112
3,ACO,2,1,1115,83,16,2,8566
3,PSO,2,1,1115,83,16,2,4948
3,PSO,2,1,1115,83,14,4,4948
3,GEN,3,1,1115,83,7,2,4925
