stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding
60,,"Chrobrego",,51.943140,15.513180,0,,0,,,0
61,,"Urząd Miasta",,51.940570,15.511830,0,,0,,,0
62,,"Palmiarnia",,51.936610,15.512880,0,,0,,,0
63,,"Sienkiewicza",,51.931910,15.508540,0,,0,,,0
64,,"Kożuchowska PSP",,51.928100,15.507010,0,,0,,,0
65,,"Os. Robotnicze",,51.923580,15.507830,0,,0,,,0
66,,"Przyrodnicza",,51.919340,15.508200,0,,0,,,0
67,,"Jałowcowa",,51.916550,15.509410,0,,0,,,0
68,,"Zawiszy Czarnego",,51.912800,15.509520,0,,0,,,0
69,,"Kąpielowa",,51.908030,15.511600,0,,0,,,0
70,,"Domeyki",,51.901150,15.512850,0,,0,,,0
71,,"Jędrzychów działki",,51.905570,15.524950,0,,0,,,0
74,,"Kostrzyńska",,51.958680,15.539510,0,,0,,,0
