route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,wheelchair_accessible,bikes_allowed
8,7069_RO,7069_2976,BOTANICZNA,,1,8/5,518500,0,0
0,7069_RO,7069_2981,PKP NOWY KISIELIN,,0,0/2,518385,0,0
0,7069_RO,7069_2982,"ZAWADZKIEGO ""ZOŚKI""",,1,0/2,518382,0,0
0,7069_RO,7069_2988,WROCŁAWSKA,,0,0/1,518386,0,0
0,7069_RO,7069_2989,"ZAWADZKIEGO ""ZOŚKI""",,1,0/1,518379,0,0
1,7069_RO,7069_299,CHYNÓW PRZEZ SŁUBICKĄ,,1,1/11,518400,0,0
0,7069_RO,7069_2990,WROCŁAWSKA,,0,0/1,518386,0,0
0,7069_RO,7069_2991,"ZAWADZKIEGO ""ZOŚKI""",,1,0/1,518379,0,0
0,7069_RO,7069_2992,WROCŁAWSKA,,0,0/1,518386,0,0
0,7069_RO,7069_2993,"ZAWADZKIEGO ""ZOŚKI""",,1,0/1,518379,0,0
0,7069_RO,7069_2994,WROCŁAWSKA,,0,0/1,518386,0,0
0,7069_RO,7069_2996,"ZAWADZKIEGO ""ZOŚKI""",,1,0/1,518379,0,0
0,7069_RO,7069_2997,PKP NOWY KISIELIN,,0,0/1,518385,0,0
0,7069_RO,7069_2998,"ZAWADZKIEGO ""ZOŚKI"" PRZEZ SPINKO",,1,0/1,518381,0,0
0,7069_RO,7069_2999,WROCŁAWSKA,,0,0/5,518386,0,0
1,7069_RO,7069_3,CHYNÓW,,1,1/10,518409,0,0
1,7069_RO,7069_30,JĘDRZYCHÓW,,0,1/3,518411,0,0
1,7069_RO,7069_300,JĘDRZYCHÓW,,0,1/11,518411,0,0
0,7069_RO,7069_3000,"ZAWADZKIEGO ""ZOŚKI""",,1,0/1,518380,0,0
0,7069_RO,7069_3001,WROCŁAWSKA,,0,0/1,518386,0,0
0,7069_RO,7069_3002,"ZAWADZKIEGO ""ZOŚKI""",,1,0/1,518379,0,0
0,7069_RO,7069_3003,WROCŁAWSKA,,0,0/1,518386,0,0
0,7069_RO,7069_3005,"ZAWADZKIEGO ""ZOŚKI""",,1,0/1,518379,0,0
0,7069_RO,7069_3006,PKP NOWY KISIELIN,,0,0/1,518385,0,0
0,7069_RO,7069_3007,"ZAWADZKIEGO ""ZOŚKI""",,1,0/1,518382,0,0
1,7069_RO,7069_301,CHYNÓW PRZEZ SŁUBICKĄ,,1,1/11,518403,0,0
2,7069_RO,7069_3011,NAFTOWA,,1,8/5,518441,0,0
0,7069_RO,7069_3012,WROCŁAWSKA,,0,0/2,518386,0,0
0,7069_RO,7069_3013,"ZAWADZKIEGO ""ZOŚKI""",,1,0/2,518379,0,0
0,7069_RO,7069_3014,WROCŁAWSKA,,0,0/2,518386,0,0
0,7069_RO,7069_3015,"ZAWADZKIEGO ""ZOŚKI""",,1,0/2,518379,0,0
0,7069_RO,7069_3016,WROCŁAWSKA,,0,0/2,518386,0,0
0,7069_RO,7069_3018,"ZAWADZKIEGO ""ZOŚKI""",,1,0/2,518379,0,0
0,7069_RO,7069_3019,WROCŁAWSKA,,0,0/2,518386,0,0
0,7069_RO,7069_3020,"ZAWADZKIEGO ""ZOŚKI""",,1,0/2,518379,0,0
0,7069_RO,7069_3022,WROCŁAWSKA,,0,0/2,518386,0,0
0,7069_RO,7069_3024,WROCŁAWSKA,,0,0/2,518386,0,0
0,7069_RO,7069_3025,"ZAWADZKIEGO ""ZOŚKI""",,1,0/2,518379,0,0
0,7069_RO,7069_3026,PKP NOWY KISIELIN,,0,0/2,518385,0,0
0,7069_RO,7069_3027,"ZAWADZKIEGO ""ZOŚKI""",,1,0/2,518382,0,0
6,7069_RO,7069_303,OS. BRANIBORSKIE,,0,21/1,518284,0,0
0,7069_RO,7069_3032,"ZAWADZKIEGO ""ZOŚKI""",,1,20/11,518379,0,0
0,7069_RO,7069_3033,WROCŁAWSKA,,0,20/11,518386,0,0
0,7069_RO,7069_3034,"ZAWADZKIEGO ""ZOŚKI""",,1,0/1,518379,0,0
0,7069_RO,7069_3035,WROCŁAWSKA,,0,0/3,518386,0,0
0,7069_RO,7069_3037,"ZAWADZKIEGO ""ZOŚKI""",,1,0/3,518379,0,0
0,7069_RO,7069_3038,WROCŁAWSKA,,0,0/3,518386,0,0
0,7069_RO,7069_3040,"ZAWADZKIEGO ""ZOŚKI""",,1,0/3,518379,0,0
0,7069_RO,7069_3041,WROCŁAWSKA,,0,0/3,518386,0,0
0,7069_RO,7069_3043,"ZAWADZKIEGO ""ZOŚKI""",,1,0/3,518379,0,0
0,7069_RO,7069_3044,PKP NOWY KISIELIN,,0,0/3,518385,0,0
0,7069_RO,7069_3046,"ZAWADZKIEGO ""ZOŚKI""",,1,0/3,518382,0,0
0,7069_RO,7069_3047,WROCŁAWSKA,,0,0/3,518386,0,0
0,7069_RO,7069_3048,"ZAWADZKIEGO ""ZOŚKI""",,1,0/3,518379,0,0
0,7069_RO,7069_3050,WROCŁAWSKA,,0,0/3,518386,0,0
0,7069_RO,7069_3051,"ZAWADZKIEGO ""ZOŚKI""",,1,0/3,518379,0,0
0,7069_RO,7069_3055,PKP NOWY KISIELIN,,0,0/4,518384,0,0
0,7069_RO,7069_3056,"ZAWADZKIEGO ""ZOŚKI""",,1,0/4,518382,0,0
0,7069_RO,7069_3057,WROCŁAWSKA,,0,0/4,518386,0,0
0,7069_RO,7069_3058,"ZAWADZKIEGO ""ZOŚKI""",,1,0/4,518379,0,0
0,7069_RO,7069_3059,WROCŁAWSKA,,0,0/4,518386,0,0
0,7069_RO,7069_3060,"ZAWADZKIEGO ""ZOŚKI""",,1,0/4,518379,0,0
0,7069_RO,7069_3061,WROCŁAWSKA,,0,0/4,518386,0,0
0,7069_RO,7069_3062,"ZAWADZKIEGO ""ZOŚKI""",,1,0/4,518379,0,0
0,7069_RO,7069_3063,WROCŁAWSKA,,0,0/4,518386,0,0
0,7069_RO,7069_3064,"ZAWADZKIEGO ""ZOŚKI""",,1,0/4,518379,0,0
0,7069_RO,7069_3065,PKP NOWY KISIELIN,,0,0/4,518385,0,0
0,7069_RO,7069_3066,"ZAWADZKIEGO ""ZOŚKI""",,1,0/4,518382,0,0
0,7069_RO,7069_3067,WROCŁAWSKA,,0,0/4,518386,0,0
0,7069_RO,7069_3068,"ZAWADZKIEGO ""ZOŚKI""",,1,0/4,518379,0,0
0,7069_RO,7069_3071,WROCŁAWSKA,,0,0/5,518386,0,0
0,7069_RO,7069_3072,"ZAWADZKIEGO ""ZOŚKI""",,1,0/5,518379,0,0
0,7069_RO,7069_3073,WROCŁAWSKA,,0,0/5,518386,0,0
0,7069_RO,7069_3074,"ZAWADZKIEGO ""ZOŚKI""",,1,0/5,518379,0,0
0,7069_RO,7069_3075,WROCŁAWSKA,,0,0/5,518386,0,0
0,7069_RO,7069_3076,"ZAWADZKIEGO ""ZOŚKI""",,1,0/5,518379,0,0
0,7069_RO,7069_3077,WROCŁAWSKA,,0,0/5,518386,0,0
0,7069_RO,7069_3078,"ZAWADZKIEGO ""ZOŚKI""",,1,0/5,518379,0,0
0,7069_RO,7069_3079,WROCŁAWSKA,,0,0/5,518386,0,0
0,7069_RO,7069_3080,"ZAWADZKIEGO ""ZOŚKI""",,1,0/5,518379,0,0
0,7069_RO,7069_3081,WROCŁAWSKA,,0,0/5,518386,0,0
0,7069_RO,7069_3082,"ZAWADZKIEGO ""ZOŚKI""",,1,0/5,518379,0,0
0,7069_RO,7069_3083,ZAJEZDNIA CHEMICZNA,,1,0/5,518383,0,0
1,7069_RO,7069_3085,JĘDRZYCHÓW,,0,1/2,518406,0,0
9,7069_RO,7069_3086,OS. CZARKOWO,,1,9/1,518323,0,0
9,7069_RO,7069_3087,JĘDRZYCHÓW PRZEZ DZIAŁKI,,0,9/1,518321,0,0
9,7069_RO,7069_3088,OS. CZARKOWO,,1,9/10,518320,0,0
9,7069_RO,7069_3089,JĘDRZYCHÓW PRZEZ DZIAŁKI,,0,30/10,518321,0,0
1,7069_RO,7069_309,JĘDRZYCHÓW PRZEZ DZIAŁKI,,0,9/1,518398,0,0
9,7069_RO,7069_3093,OS. CZARKOWO PRZEZ DZIAŁKI,,1,9/1,518322,0,0
1,7069_RO,7069_31,CHYNÓW,,1,1/3,518409,0,0
1,7069_RO,7069_3103,JĘDRZYCHÓW,,0,1/22,518411,0,0
1,7069_RO,7069_3104,CHYNÓW PRZEZ SŁUBICKĄ,,1,1/22,518403,0,0
1,7069_RO,7069_3105,JĘDRZYCHÓW PRZEZ SŁUBICKĄ,,0,1/2,518408,0,0
1,7069_RO,7069_3131,CHYNÓW PRZEZ SŁUBICKĄ,,1,1/3,518403,0,0
1,7069_RO,7069_3132,JĘDRZYCHÓW,,0,1/3,518406,0,0
1,7069_RO,7069_3133,CHYNÓW,,1,1/3,518409,0,0
1,7069_RO,7069_3134,JĘDRZYCHÓW,,0,1/3,518406,0,0
1,7069_RO,7069_3135,CHYNÓW,,1,1/3,518409,0,0
1,7069_RO,7069_3136,CHYNÓW,,1,1/3,518409,0,0
1,7069_RO,7069_3137,JĘDRZYCHÓW,,0,1/3,518406,0,0
1,7069_RO,7069_3143,CHYNÓW,,1,1/3,518409,0,0
39,7069_RO,7069_3146,BOTANICZNA,,0,8/3,518339,0,0
26,7069_RO,7069_316,PKP NOWY KISIELIN,,0,19/4,518507,0,0
9,7069_RO,7069_3172,OS. CZARKOWO,,1,9/1,518323,0,0
1,7069_RO,7069_3174,JĘDRZYCHÓW,,0,8/5,518406,0,0
1,7069_RO,7069_3177,JĘDRZYCHÓW,,0,1/4,518406,0,0
1,7069_RO,7069_3178,CHYNÓW,,1,1/4,518409,0,0
1,7069_RO,7069_3179,JĘDRZYCHÓW,,0,1/4,518411,0,0
17,7069_RO,7069_318,OS. PRZYJAŹNI,,0,17/1,518319,0,0
1,7069_RO,7069_3180,CHYNÓW,,1,1/4,518409,0,0
1,7069_RO,7069_3181,CHYNÓW,,1,1/4,518409,0,0
9,7069_RO,7069_3182,OS. CZARKOWO,,1,9/1,518323,0,0
1,7069_RO,7069_3183,JĘDRZYCHÓW,,0,1/4,518406,0,0
1,7069_RO,7069_3185,CHYNÓW,,1,1/4,518409,0,0
1,7069_RO,7069_3187,JĘDRZYCHÓW,,0,1/4,518406,0,0
12,7069_RO,7069_320,"ZAWADZKIEGO ""ZOŚKI""",,0,12/1,518494,0,0
1,7069_RO,7069_3204,CHYNÓW PRZEZ SŁUBICKĄ,,1,1/10,518403,0,0
1,7069_RO,7069_3207,JĘDRZYCHÓW,,0,1/10,518406,0,0
37,7069_RO,7069_3212,LECHITÓW,,0,37/1,518585,0,0
37,7069_RO,7069_3213,LECHITÓW,,0,37/1,518585,0,0
37,7069_RO,7069_3214,LECHITÓW,,0,37/1,518585,0,0
37,7069_RO,7069_3216,LECHITÓW,,0,37/1,518585,0,0
6,7069_RO,7069_322,OS. BRANIBORSKIE,,0,6/1,518284,0,0
1,7069_RO,7069_3228,JĘDRZYCHÓW,,0,1/11,518406,0,0
1,7069_RO,7069_3229,CHYNÓW PRZEZ SŁUBICKĄ,,1,1/11,518403,0,0
1,7069_RO,7069_3230,JĘDRZYCHÓW,,0,1/11,518406,0,0
37,7069_RO,7069_3242,LECHITÓW,,0,37/1,518585,0,0
37,7069_RO,7069_3243,LECHITÓW,,0,37/1,518585,0,0
1,7069_RO,7069_327,JĘDRZYCHÓW PRZEZ SŁUBICKĄ,,0,1/4,518408,0,0
37,7069_RO,7069_3271,LECHITÓW,,0,37/1,518585,0,0
1,7069_RO,7069_329,CHYNÓW,,1,1/4,518409,0,0
1,7069_RO,7069_3309,JĘDRZYCHÓW,,0,1/20,518406,0,0
37,7069_RO,7069_3331,LECHITÓW,,0,37/1,518585,0,0
37,7069_RO,7069_3332,LECHITÓW,,0,37/1,518585,0,0
9,7069_RO,7069_336,JĘDRZYCHÓW,,0,9/1,518324,0,0
103,7069_RO,7069_3379,OS. MAZURSKIE,,0,101/3,518279,0,0
103,7069_RO,7069_3381,OS. MAZURSKIE,,0,101/1,518279,0,0
103,7069_RO,7069_3389,OS. MAZURSKIE,,0,101/3,518279,0,0
0,7069_RO,7069_339,WROCŁAWSKA,,0,0/1,518386,0,0
103,7069_RO,7069_3390,OS. MAZURSKIE,,0,101/1,518279,0,0
1,7069_RO,7069_3397,JĘDRZYCHÓW,,0,1/20,518406,0,0
6,7069_RO,7069_340,OS. BRANIBORSKIE,,0,6/1,518284,0,0
1,7069_RO,7069_341,JĘDRZYCHÓW,,0,1/22,518406,0,0
103,7069_RO,7069_3412,OS. MAZURSKIE,,0,101/3,518279,0,0
103,7069_RO,7069_3415,OS. MAZURSKIE,,0,101/1,518279,0,0
103,7069_RO,7069_3418,OS. MAZURSKIE,,0,101/3,518279,0,0
103,7069_RO,7069_3421,OS. MAZURSKIE,,0,101/1,518279,0,0
103,7069_RO,7069_3422,OS. MAZURSKIE,,0,101/3,518279,0,0
1,7069_RO,7069_3423,CHYNÓW,,1,1/20,518409,0,0
103,7069_RO,7069_3424,OS. MAZURSKIE,,0,101/1,518279,0,0
1,7069_RO,7069_3427,JĘDRZYCHÓW,,0,1/21,518406,0,0
1,7069_RO,7069_3428,CHYNÓW,,1,1/21,518409,0,0
103,7069_RO,7069_3430,OS. MAZURSKIE,,0,101/3,518279,0,0
1,7069_RO,7069_3431,JĘDRZYCHÓW,,0,1/21,518406,0,0
103,7069_RO,7069_3432,OS. MAZURSKIE,,0,101/1,518279,0,0
103,7069_RO,7069_3433,OS. MAZURSKIE,,0,101/3,518279,0,0
1,7069_RO,7069_344,JĘDRZYCHÓW PRZEZ SŁUBICKĄ,,0,1/22,518408,0,0
103,7069_RO,7069_3441,OS. MAZURSKIE,,0,101/1,518279,0,0
103,7069_RO,7069_3443,OS. MAZURSKIE,,0,101/3,518279,0,0
103,7069_RO,7069_3445,OS. MAZURSKIE,,0,101/1,518279,0,0
103,7069_RO,7069_3449,OS. MAZURSKIE,,0,101/1,518279,0,0
1,7069_RO,7069_345,CHYNÓW,,1,1/22,518409,0,0
103,7069_RO,7069_3453,OS. MAZURSKIE,,0,101/1,518279,0,0
103,7069_RO,7069_3459,DWORZEC GŁÓWNY,,1,101/3,518280,0,0
103,7069_RO,7069_3460,DWORZEC GŁÓWNY,,1,101/3,518280,0,0
103,7069_RO,7069_3465,DWORZEC GŁÓWNY,,1,101/1,518280,0,0
103,7069_RO,7069_3468,DWORZEC GŁÓWNY,,1,101/3,518280,0,0
103,7069_RO,7069_3475,DWORZEC GŁÓWNY,,1,101/1,518280,0,0
103,7069_RO,7069_3478,DWORZEC GŁÓWNY,,1,101/3,518280,0,0
103,7069_RO,7069_3481,DWORZEC GŁÓWNY,,1,101/1,518280,0,0
103,7069_RO,7069_3484,DWORZEC GŁÓWNY,,1,101/3,518280,0,0
103,7069_RO,7069_3487,DWORZEC GŁÓWNY,,1,101/1,518280,0,0
103,7069_RO,7069_3496,DWORZEC GŁÓWNY,,1,101/3,518280,0,0
12,7069_RO,7069_35,"ZAWADZKIEGO ""ZOŚKI""",,0,12/1,518494,0,0
103,7069_RO,7069_3510,DWORZEC GŁÓWNY,,1,101/1,518280,0,0
103,7069_RO,7069_3516,DWORZEC GŁÓWNY,,1,101/3,518280,0,0
103,7069_RO,7069_3518,DWORZEC GŁÓWNY,,1,101/1,518280,0,0
19,7069_RO,7069_352,OS. ŚLĄSKIE,,0,19/1,518293,0,0
103,7069_RO,7069_3521,DWORZEC GŁÓWNY,,1,101/3,518280,0,0
103,7069_RO,7069_3522,DWORZEC GŁÓWNY,,1,101/1,518280,0,0
103,7069_RO,7069_3523,DWORZEC GŁÓWNY,,1,101/3,518280,0,0
103,7069_RO,7069_3525,DWORZEC GŁÓWNY,,1,101/1,518280,0,0
6,7069_RO,7069_353,OS. BRANIBORSKIE,,0,6/1,518284,0,0
15,7069_RO,7069_3551,"ZAJEZDNIA CHEMICZNA PRZEZ DW. GŁÓWNY, OS.ZDROJOWE",,1,15/10,518414,0,0
15,7069_RO,7069_3555,"ZAJEZDNIA CHEMICZNA PRZEZ DW. GŁÓWNY, OS.ZDROJOWE",,1,15/1,518416,0,0
103,7069_RO,7069_3556,DWORZEC GŁÓWNY,,1,101/1,518280,0,0
15,7069_RO,7069_3558,"ZAJEZDNIA CHEMICZNA PRZEZ DW. GŁÓWNY, OS.ZDROJOWE",,1,15/1,518414,0,0
6,7069_RO,7069_356,OS. BRANIBORSKIE,,0,6/1,518284,0,0
15,7069_RO,7069_3561,"ZAJEZDNIA CHEMICZNA PRZEZ DW. GŁÓWNY, OS.ZDROJOWE",,1,15/1,518414,0,0
12,7069_RO,7069_357,"ZAWADZKIEGO ""ZOŚKI""",,0,12/1,518494,0,0
15,7069_RO,7069_3574,"ZAJEZDNIA CHEMICZNA PRZEZ DW. GŁÓWNY, OS.ZDROJOWE",,1,15/1,518414,0,0
15,7069_RO,7069_3577,OS. MAZURSKIE,,0,15/1,518413,0,0
15,7069_RO,7069_3578,"ZAJEZDNIA CHEMICZNA PRZEZ DW. GŁÓWNY, OS.ZDROJOWE",,1,15/1,518414,0,0
12,7069_RO,7069_358,"ZAWADZKIEGO ""ZOŚKI""",,0,12/1,518494,0,0
2,7069_RO,7069_36,ZAJEZDNIA CHEMICZNA,,1,30/10,518440,0,0
19,7069_RO,7069_360,ŁĘŻYCA,,1,19/1,518288,0,0
12,7069_RO,7069_361,"ZAWADZKIEGO ""ZOŚKI""",,0,12/1,518494,0,0
12,7069_RO,7069_362,"ZAWADZKIEGO ""ZOŚKI""",,0,12/1,518494,0,0
19,7069_RO,7069_363,OS. CZARKOWO,,1,19/1,518289,0,0
19,7069_RO,7069_365,OS. ŚLĄSKIE,,0,19/1,518286,0,0
102,7069_RO,7069_3657,OS. DOLINA ZIELONA,,0,101/2,518577,0,0
19,7069_RO,7069_366,OS. CZARKOWO,,1,19/1,518289,0,0
19,7069_RO,7069_367,OS. ŚLĄSKIE,,0,19/1,518286,0,0
12,7069_RO,7069_368,"ZAWADZKIEGO ""ZOŚKI""",,0,12/1,518494,0,0
19,7069_RO,7069_369,OS. CZARKOWO,,1,19/1,518289,0,0
19,7069_RO,7069_370,OS. ŚLĄSKIE,,0,19/1,518286,0,0
12,7069_RO,7069_373,"ZAWADZKIEGO ""ZOŚKI""",,0,12/1,518494,0,0
12,7069_RO,7069_375,"ZAWADZKIEGO ""ZOŚKI""",,0,12/1,518494,0,0
19,7069_RO,7069_376,ŁĘŻYCA,,1,19/1,518287,0,0
12,7069_RO,7069_379,"ZAWADZKIEGO ""ZOŚKI""",,0,12/1,518494,0,0
1,7069_RO,7069_38,JĘDRZYCHÓW PRZEZ DZIAŁKI,,0,1/21,518412,0,0
12,7069_RO,7069_380,DWORZEC GŁÓWNY,,1,101/10,518496,0,0
12,7069_RO,7069_381,DWORZEC GŁÓWNY,,1,12/1,518496,0,0
12,7069_RO,7069_382,DWORZEC GŁÓWNY,,1,12/1,518496,0,0
12,7069_RO,7069_383,DWORZEC GŁÓWNY,,1,12/1,518496,0,0
12,7069_RO,7069_384,DWORZEC GŁÓWNY,,1,12/1,518496,0,0
19,7069_RO,7069_386,OS. ŚLĄSKIE,,0,19/1,518293,0,0
19,7069_RO,7069_387,OS. CZARKOWO,,1,19/1,518289,0,0
19,7069_RO,7069_388,OS. ŚLĄSKIE,,0,19/1,518286,0,0
1,7069_RO,7069_39,CHYNÓW,,1,1/21,518409,0,0
1,7069_RO,7069_3900,JĘDRZYCHÓW,,0,30/22,518406,0,0
1,7069_RO,7069_3904,CHYNÓW,,1,30/22,518409,0,0
39,7069_RO,7069_3955,OS. CZARKOWO,,1,19/10,518338,0,0
1,7069_RO,7069_3959,JĘDRZYCHÓW PRZEZ SŁUBICKĄ,,0,2/10,518408,0,0
37,7069_RO,7069_3971,LECHITÓW,,0,37/1,518585,0,0
102,7069_RO,7069_3988,OS. DOLINA ZIELONA,,0,101/4,518577,0,0
102,7069_RO,7069_3994,OS. DOLINA ZIELONA,,0,101/2,518577,0,0
102,7069_RO,7069_4006,OS. DOLINA ZIELONA,,0,101/4,518577,0,0
9,7069_RO,7069_4015,OS. CZARKOWO,,1,9/2,518323,0,0
9,7069_RO,7069_4016,JĘDRZYCHÓW PRZEZ DZIAŁKI,,0,9/1,518321,0,0
9,7069_RO,7069_4017,OS. CZARKOWO,,1,9/1,518323,0,0
19,7069_RO,7069_402,ŁĘŻYCA,,1,19/1,518287,0,0
9,7069_RO,7069_4020,OS. CZARKOWO PRZEZ DZIAŁKI,,1,9/2,518322,0,0
102,7069_RO,7069_4024,OS. DOLINA ZIELONA,,0,101/2,518577,0,0
1,7069_RO,7069_4025,DWORZEC GŁÓWNY,,0,9/1,518410,0,0
102,7069_RO,7069_4027,OS. DOLINA ZIELONA,,0,101/4,518577,0,0
9,7069_RO,7069_4028,OS. CZARKOWO,,1,9/2,518323,0,0
9,7069_RO,7069_4030,JĘDRZYCHÓW,,0,9/2,518324,0,0
102,7069_RO,7069_4035,OS. DOLINA ZIELONA,,0,101/2,518577,0,0
102,7069_RO,7069_4037,OS. DOLINA ZIELONA,,0,101/4,518577,0,0
9,7069_RO,7069_4038,OS. CZARKOWO PRZEZ DZIAŁKI,,1,9/2,518322,0,0
9,7069_RO,7069_4041,JĘDRZYCHÓW,,0,9/1,518324,0,0
102,7069_RO,7069_4042,OS. DOLINA ZIELONA,,0,101/2,518577,0,0
9,7069_RO,7069_4043,OS. CZARKOWO PRZEZ DZIAŁKI,,1,9/2,518322,0,0
8,7069_RO,7069_406,OS. ŚLĄSKIE,,0,0/3,518499,0,0
2,7069_RO,7069_4061,JĘDRZYCHÓW,,0,9/10,518437,0,0
102,7069_RO,7069_4067,OS. DOLINA ZIELONA,,0,101/4,518577,0,0
102,7069_RO,7069_4073,OS. DOLINA ZIELONA,,0,101/2,518577,0,0
102,7069_RO,7069_4078,OSADNICZA,,1,101/2,518578,0,0
102,7069_RO,7069_4084,OSADNICZA,,1,101/4,518578,0,0
